iter	Passed	Remaining
455	471	4700
456	472	4697
457	473	4693
458	473	4688
459	474	4684
460	475	4679
461	475	4674
462	476	4670
463	477	4671
464	478	4667
465	479	4663
466	480	4659
467	480	4655
468	481	4651
469	482	4646
470	482	4642
471	483	4638
472	484	4640
473	485	4636
474	486	4632
475	486	4628
476	487	4623
477	488	4625
478	489	4621
479	490	4617
480	491	4613
481	491	4609
482	492	4605
483	493	4601
484	494	4599
485	495	4599
486	495	4595
487	496	4595
488	497	4592
489	498	4588
490	499	4585
491	500	4581
492	500	4578
493	501	4574
494	502	4570
495	502	4566
496	503	4563
497	504	4559
498	505	4555
499	505	4551
500	506	4548
501	507	4544
502	508	4546
503	509	4542
504	509	4538
505	510	4534
506	511	4530
507	511	4526
508	512	4521
509	513	4517
510	513	4514
511	514	4510
512	515	4507
513	516	4504
514	517	4505
515	518	4502
516	518	4499
517	519	4498
518	520	4497
519	522	4497
520	522	4494
521	523	4491
522	524	4487
523	524	4483
524	526	4483
525	526	4480
526	527	4476
527	528	4473
528	528	4469
529	529	4466
530	530	4466
531	531	4467
532	532	4464
533	533	4461
534	534	4457
535	534	4453
536	535	4452
537	537	4457
538	538	4454
539	538	4450
540	539	4449
541	540	4447
542	541	4448
543	542	4445
544	543	4441
545	544	4438
546	544	4435
547	545	4431
548	546	4428
549	547	4428
550	548	4425
551	548	4421
552	549	4418
553	551	4426
554	552	4427
555	553	4424
556	554	4421
557	554	4417
558	555	4414
559	556	4410
560	556	4407
561	557	4403
562	559	4406
563	559	4404
564	560	4402
565	562	4403
566	562	4401
567	563	4397
568	564	4397
569	565	4397
570	566	4393
571	567	4389
572	567	4386
573	568	4382
574	569	4378
575	569	4377
576	571	4378
577	572	4379
578	573	4376
579	573	4373
580	574	4370
581	575	4366
582	575	4363
583	576	4359
584	577	4356
585	577	4352
586	578	4349
587	580	4352
588	581	4356
589	582	4355
590	583	4352
591	584	4349
592	584	4346
593	585	4342
594	586	4339
595	586	4336
596	587	4333
597	588	4330
598	589	4328
599	590	4329
600	593	4340
601	594	4340
602	595	4340
603	595	4337
604	596	4335
605	597	4331
606	598	4328
607	598	4325
608	599	4325
609	601	4328
610	602	4326
611	603	4323
612	604	4325
613	605	4324
614	606	4322
615	607	4323
616	608	4320
617	608	4317
618	609	4314
619	610	4311
620	611	4308
621	611	4306
622	612	4303
623	613	4300
624	614	4298
625	615	4300
626	616	4299
627	617	4297
628	618	4294
629	618	4292
630	619	4290
631	620	4287
632	621	4284
633	621	4281
634	622	4278
635	623	4276
636	623	4273
637	624	4270
638	625	4267
639	625	4264
640	627	4265
641	628	4264
642	628	4262
643	629	4258
644	630	4255
645	630	4252
646	631	4249
647	632	4246
648	633	4243
649	633	4240
650	634	4237
651	635	4234
652	635	4231
653	636	4228
654	637	4225
655	637	4222
656	639	4225
657	639	4222
658	640	4220
659	641	4217
660	642	4214
661	642	4211
662	643	4209
663	644	4207
664	645	4204
665	645	4201
666	646	4199
667	647	4196
668	648	4198
669	649	4197
670	650	4195
671	650	4192
672	651	4190
673	652	4187
674	653	4184
675	653	4181
676	654	4178
677	655	4175
678	655	4172
679	656	4170
680	657	4169
681	659	4172
682	659	4170
683	660	4168
684	661	4165
685	661	4162
686	662	4160
687	663	4157
688	664	4154
689	664	4151
690	665	4148
691	665	4146
692	666	4143
693	667	4140
694	668	4137
695	668	4135
696	669	4136
697	670	4134
698	671	4132
699	672	4130
700	673	4128
701	673	4125
702	674	4122
703	675	4119
704	675	4116
705	676	4113
706	676	4110
707	677	4107
708	678	4105
709	678	4102
710	679	4099
711	680	4096
712	681	4094
713	682	4096
714	683	4095
715	684	4093
716	684	4091
717	685	4088
718	686	4087
719	687	4085
720	687	4082
721	688	4080
722	689	4077
723	690	4075
724	690	4072
725	691	4070
726	692	4067
727	692	4066
728	694	4070
729	695	4069
730	697	4070
731	698	4071
732	699	4069
733	699	4067
734	700	4065
735	701	4064
736	702	4062
737	703	4060
738	703	4057
739	704	4055
740	705	4053
741	707	4058
742	709	4063
743	710	4063
744	711	4062
745	712	4060
746	712	4058
747	713	4055
748	714	4053
749	714	4051
750	715	4049
751	716	4047
752	718	4054
753	719	4052
754	720	4050
755	721	4047
756	721	4045
757	722	4043
758	723	4043
759	724	4041
760	725	4038
761	725	4036
762	726	4035
763	729	4044
764	730	4042
765	730	4040
766	731	4038
767	732	4035
768	733	4033
769	733	4030
770	734	4027
771	734	4025
772	735	4023
773	736	4021
774	738	4024
775	739	4027
776	740	4024
777	741	4022
778	741	4020
779	742	4017
780	743	4016
781	744	4014
782	744	4012
783	745	4009
784	746	4009
785	748	4013
786	749	4012
787	750	4011
788	751	4011
789	752	4009
790	753	4006
791	753	4004
792	754	4002
793	755	3999
794	756	3999
795	757	4000
796	759	4006
797	760	4004
798	761	4001
799	761	3999
800	762	3997
801	763	3994
802	763	3992
803	764	3990
804	766	3992
805	767	3992
806	768	3993
807	769	3993
808	770	3991
809	771	3989
810	771	3987
811	772	3985
812	773	3982
813	774	3980
814	774	3978
815	775	3975
816	776	3974
817	777	3975
818	778	3973
819	780	3977
820	780	3975
821	781	3972
822	782	3970
823	783	3968
824	783	3966
825	784	3963
826	785	3961
827	785	3959
828	786	3958
829	787	3955
830	787	3953
831	788	3950
832	789	3948
833	790	3949
834	791	3948
835	792	3945
836	792	3943
837	793	3940
838	794	3938
839	794	3936
840	795	3933
841	796	3931
842	796	3929
843	797	3926
844	798	3924
845	798	3922
846	799	3920
847	800	3917
848	801	3918
849	802	3917
850	803	3916
851	803	3914
852	804	3911
853	805	3909
854	805	3907
855	806	3905
856	807	3903
857	808	3902
858	808	3899
859	809	3897
860	810	3895
861	810	3892
862	811	3892
863	812	3890
864	813	3888
865	814	3885
866	814	3883
867	815	3882
868	816	3881
869	817	3878
870	817	3876
871	818	3874
872	818	3871
873	819	3869
874	820	3867
875	820	3864
876	821	3862
877	822	3860
878	823	3858
879	824	3859
880	825	3858
881	825	3856
882	826	3854
883	827	3851
884	827	3849
885	828	3847
886	829	3845
887	830	3843
888	830	3841
889	831	3839
890	832	3837
891	832	3835
892	834	3836
893	834	3834
894	835	3832
895	836	3830
896	836	3828
897	837	3826
898	838	3824
899	838	3821
900	839	3819
901	840	3817
902	840	3815
903	841	3813
904	842	3811
905	843	3809
906	843	3808
907	845	3809
908	845	3807
909	846	3805
910	847	3802
911	847	3800
912	848	3798
913	849	3796
914	849	3794
915	850	3792
916	851	3790
917	851	3788
918	852	3786
919	853	3783
920	853	3781
921	854	3780
922	855	3779
923	856	3778
924	857	3776
925	857	3774
926	858	3772
927	859	3770
928	859	3768
929	860	3767
930	861	3765
931	862	3763
932	863	3763
933	865	3765
934	866	3765
935	867	3764
936	868	3764
937	869	3764
938	870	3764
939	871	3762
940	871	3760
941	872	3758
942	873	3756
943	873	3754
944	874	3752
945	875	3751
946	876	3752
947	877	3750
948	878	3749
949	879	3749
950	881	3751
951	882	3750
952	882	3748
953	883	3746
954	883	3744
955	884	3742
956	885	3739
957	885	3737
958	887	3740
959	888	3740
960	889	3740
961	890	3738
962	891	3737
963	892	3734
964	892	3733
965	893	3731
966	894	3731
967	895	3730
968	896	3728
969	896	3726
970	897	3724
971	899	3725
972	900	3726
973	901	3725
974	902	3724
975	902	3721
976	903	3719
977	904	3717
978	904	3715
979	905	3713
980	906	3711
981	906	3710
982	908	3713
983	910	3714
984	911	3714
985	912	3713
986	912	3711
987	914	3711
988	914	3710
989	915	3708
990	916	3706
991	916	3704
992	918	3706
993	919	3706
994	921	3710
995	922	3709
996	923	3709
997	924	3707
998	925	3705
999	925	3703
1000	926	3701
1001	927	3699
1002	927	3697
1003	928	3696
1004	929	3696
1005	930	3696
1006	932	3695
1007	932	3694
1008	933	3692
1009	934	3690
1010	934	3688
1011	935	3687
1012	936	3686
1013	937	3685
1014	938	3684
1015	940	3686
1016	941	3685
1017	942	3686
1018	943	3685
1019	943	3683
1020	944	3681
1021	945	3679
1022	946	3678
1023	946	3676
1024	947	3675
1025	948	3673
1026	949	3671
1027	950	3672
1028	952	3675
1029	953	3675
1030	954	3674
1031	955	3672
1032	955	3670
1033	956	3668
1034	957	3666
1035	957	3664
1036	958	3662
1037	959	3661
1038	959	3659
1039	960	3657
1040	961	3655
1041	962	3657
1042	963	3655
1043	964	3654
1044	965	3652
1045	965	3651
1046	967	3651
1047	967	3649
1048	968	3647
1049	969	3645
1050	969	3643
1051	970	3641
1052	971	3642
1053	972	3641
1054	973	3639
1055	973	3637
1056	974	3635
1057	975	3633
1058	975	3631
1059	976	3629
1060	977	3627
1061	977	3625
1062	978	3624
1063	979	3622
1064	979	3620
1065	980	3618
1066	981	3616
1067	982	3616
1068	982	3614
1069	983	3613
1070	984	3611
1071	985	3609
1072	985	3607
1073	986	3606
1074	987	3604
1075	987	3602
1076	988	3600
1077	989	3598
1078	989	3597
1079	990	3595
1080	991	3593
1081	991	3591
1082	993	3593
1083	994	3592
1084	995	3590
1085	995	3588
1086	996	3586
1087	996	3584
1088	997	3582
1089	998	3580
1090	998	3579
1091	999	3577
1092	1000	3575
1093	1000	3573
1094	1001	3572
1095	1002	3570
1096	1003	3571
1097	1004	3570
1098	1005	3568
1099	1005	3566
1100	1006	3564
1101	1007	3563
1102	1008	3561
1103	1008	3559
1104	1009	3557
1105	1010	3556
1106	1010	3554
1107	1011	3552
1108	1011	3550
1109	1012	3548
1110	1013	3546
1111	1013	3544
1112	1015	3545
1113	1016	3545
1114	1017	3543
1115	1017	3542
1116	1018	3540
1117	1019	3538
1118	1019	3537
1119	1020	3535
1120	1021	3533
1121	1021	3532
1122	1022	3530
1123	1023	3528
1124	1025	3531
1125	1025	3529
1126	1026	3527
1127	1027	3526
1128	1028	3525
1129	1028	3523
1130	1029	3521
1131	1030	3520
1132	1030	3518
1133	1031	3517
1134	1032	3515
1135	1033	3514
1136	1033	3512
1137	1034	3510
1138	1035	3508
1139	1035	3507
1140	1036	3505
1141	1037	3504
1142	1037	3502
1143	1038	3501
1144	1039	3499
1145	1040	3497
1146	1040	3495
1147	1041	3495
1148	1042	3493
1149	1043	3493
1150	1044	3491
1151	1045	3493
1152	1046	3492
1153	1047	3490
1154	1048	3489
1155	1048	3487
1156	1049	3486
1157	1050	3484
1158	1051	3483
1159	1051	3481
1160	1052	3481
1161	1053	3480
1162	1054	3480
1163	1056	3480
1164	1056	3478
1165	1057	3477
1166	1058	3475
1167	1058	3473
1168	1059	3472
1169	1060	3471
1170	1061	3469
1171	1061	3467
1172	1062	3466
1173	1063	3464
1174	1063	3462
1175	1064	3461
1176	1065	3460
1177	1067	3464
1178	1068	3464
1179	1069	3462
1180	1070	3460
1181	1070	3459
1182	1071	3457
1183	1072	3458
1184	1074	3458
1185	1074	3456
1186	1076	3457
1187	1077	3457
1188	1078	3456
1189	1079	3454
1190	1079	3453
1191	1080	3451
1192	1081	3451
1193	1082	3449
1194	1082	3448
1195	1084	3448
1196	1085	3448
1197	1087	3449
1198	1087	3449
1199	1088	3447
1200	1089	3445
1201	1089	3443
1202	1090	3442
1203	1091	3440
1204	1091	3439
1205	1093	3440
1206	1094	3440
1207	1105	3468
1208	1105	3467
1209	1107	3469
1210	1109	3471
1211	1112	3478
1212	1113	3477
1213	1114	3475
1214	1115	3473
1215	1115	3472
1216	1116	3470
1217	1117	3468
1218	1118	3467
1219	1120	3472
1220	1122	3474
1221	1123	3473
1222	1124	3472
1223	1125	3471
1224	1127	3476
1225	1128	3474
1226	1129	3474
1227	1131	3475
1228	1132	3474
1229	1133	3473
1230	1134	3472
1231	1135	3472
1232	1136	3471
1233	1137	3470
1234	1137	3468
1235	1138	3467
1236	1139	3465
1237	1140	3464
1238	1141	3463
1239	1142	3462
1240	1142	3461
1241	1143	3459
1242	1144	3457
1243	1144	3456
1244	1145	3454
1245	1146	3455
1246	1147	3454
1247	1148	3452
1248	1149	3451
1249	1149	3449
1250	1150	3447
1251	1151	3446
1252	1151	3444
1253	1152	3442
1254	1153	3440
1255	1153	3439
1256	1154	3437
1257	1155	3435
1258	1155	3434
1259	1156	3433
1260	1157	3432
1261	1158	3431
1262	1159	3429
1263	1159	3428
1264	1160	3426
1265	1161	3424
1266	1161	3423
1267	1162	3422
1268	1163	3420
1269	1164	3419
1270	1164	3417
1271	1165	3415
1272	1166	3414
1273	1167	3413
1274	1168	3412
1275	1168	3410
1276	1169	3409
1277	1170	3407
1278	1170	3406
1279	1171	3404
1280	1172	3402
1281	1172	3401
1282	1173	3399
1283	1174	3397
1284	1174	3395
1285	1175	3394
1286	1176	3392
1287	1176	3391
1288	1177	3390
1289	1178	3389
1290	1179	3388
1291	1180	3387
1292	1180	3385
1293	1181	3384
1294	1182	3382
1295	1182	3380
1296	1183	3378
1297	1184	3377
1298	1184	3375
1299	1185	3373
1300	1186	3372
1301	1186	3370
1302	1187	3369
1303	1188	3367
1304	1189	3367
1305	1190	3366
1306	1190	3364
1307	1191	3364
1308	1192	3362
1309	1193	3360
1310	1193	3359
1311	1194	3357
1312	1195	3356
1313	1195	3354
1314	1196	3353
1315	1197	3351
1316	1197	3350
1317	1198	3348
1318	1200	3350
1319	1201	3349
1320	1201	3347
1321	1202	3346
1322	1204	3348
1323	1207	3351
1324	1212	3362
1325	1216	3371
1326	1217	3370
1327	1218	3369
1328	1219	3368
1329	1220	3368
1330	1223	3372
1331	1225	3374
1332	1227	3375
1333	1228	3376
1334	1231	3379
1335	1232	3379
1336	1234	3381
1337	1234	3380
1338	1235	3378
1339	1236	3378
1340	1238	3378
1341	1238	3377
1342	1239	3376
1343	1240	3374
1344	1242	3377
1345	1243	3376
1346	1244	3375
1347	1245	3374
1348	1246	3373
1349	1247	3371
1350	1248	3371
1351	1251	3375
1352	1252	3376
1353	1253	3376
1354	1254	3374
1355	1255	3374
1356	1257	3374
1357	1258	3374
1358	1260	3375
1359	1262	3379
1360	1264	3380
1361	1265	3380
1362	1266	3378
1363	1267	3377
1364	1267	3376
1365	1268	3375
1366	1272	3382
1367	1273	3381
1368	1274	3379
1369	1275	3378
1370	1275	3377
1371	1277	3376
1372	1278	3376
1373	1279	3376
1374	1280	3375
1375	1281	3374
1376	1282	3373
1377	1283	3372
1378	1284	3371
1379	1285	3371
1380	1286	3370
1381	1286	3368
1382	1287	3367
1383	1288	3367
1384	1289	3365
1385	1290	3364
1386	1291	3364
1387	1292	3363
1388	1293	3362
1389	1294	3361
1390	1294	3359
1391	1295	3358
1392	1296	3356
1393	1297	3355
1394	1298	3354
1395	1299	3353
1396	1299	3352
1397	1300	3350
1398	1301	3351
1399	1302	3349
1400	1303	3348
1401	1304	3347
1402	1305	3346
1403	1305	3344
1404	1306	3343
1405	1307	3341
1406	1308	3340
1407	1309	3341
1408	1311	3341
1409	1312	3341
1410	1313	3341
1411	1316	3345
1412	1318	3346
1413	1319	3345
1414	1320	3345
1415	1321	3344
1416	1322	3343
1417	1323	3342
1418	1323	3341
1419	1324	3339
1420	1326	3339
1421	1326	3338
1422	1327	3336
1423	1328	3335
1424	1328	3333
1425	1329	3331
1426	1330	3330
1427	1330	3328
1428	1331	3326
1429	1331	3325
1430	1332	3323
1431	1333	3322
1432	1333	3320
1433	1334	3318
1434	1335	3317
1435	1335	3315
1436	1336	3313
1437	1337	3312
1438	1337	3310
1439	1339	3311
1440	1339	3309
1441	1340	3307
1442	1341	3306
1443	1341	3304
1444	1342	3302
1445	1343	3301
1446	1343	3299
1447	1344	3298
1448	1346	3298
1449	1346	3297
1450	1347	3295
1451	1348	3294
1452	1349	3294
1453	1350	3292
1454	1350	3291
1455	1351	3289
1456	1352	3288
1457	1353	3287
1458	1353	3285
1459	1354	3283
1460	1355	3282
1461	1355	3281
1462	1357	3281
1463	1358	3280
1464	1360	3281
1465	1360	3280
1466	1361	3278
1467	1362	3276
1468	1362	3275
1469	1363	3273
1470	1363	3272
1471	1364	3270
1472	1365	3268
1473	1365	3267
1474	1366	3266
1475	1367	3265
1476	1368	3264
1477	1369	3263
1478	1369	3261
1479	1370	3259
1480	1371	3258
1481	1371	3256
1482	1372	3255
1483	1373	3254
1484	1374	3253
1485	1375	3252
1486	1376	3250
1487	1377	3250
1488	1379	3251
1489	1380	3251
1490	1380	3249
1491	1381	3248
1492	1382	3246
1493	1382	3244
1494	1383	3243
1495	1384	3241
1496	1384	3240
1497	1385	3239
1498	1388	3243
1499	1389	3242
1500	1390	3240
1501	1390	3239
1502	1391	3237
1503	1392	3236
1504	1392	3234
1505	1393	3233
1506	1394	3232
1507	1395	3230
1508	1397	3233
1509	1398	3232
1510	1399	3230
1511	1399	3229
1512	1401	3229
1513	1401	3227
1514	1402	3225
1515	1403	3224
1516	1403	3222
1517	1404	3221
1518	1405	3220
1519	1409	3226
1520	1410	3225
1521	1410	3224
1522	1411	3222
1523	1412	3220
1524	1412	3219
1525	1413	3218
1526	1414	3217
1527	1415	3216
1528	1416	3216
1529	1418	3218
1530	1419	3216
1531	1420	3215
1532	1421	3214
1533	1421	3212
1534	1422	3211
1535	1423	3209
1536	1423	3208
1537	1424	3206
1538	1425	3205
1539	1425	3203
1540	1427	3203
1541	1430	3207
1542	1431	3206
1543	1431	3204
1544	1432	3203
1545	1433	3201
1546	1433	3200
1547	1434	3198
1548	1435	3197
1549	1435	3196
1550	1436	3195
1551	1438	3195
1552	1439	3194
1553	1440	3194
1554	1441	3193
1555	1442	3192
1556	1443	3192
1557	1444	3190
1558	1445	3189
1559	1445	3187
1560	1446	3186
1561	1447	3184
1562	1447	3183
1563	1448	3182
1564	1450	3183
1565	1450	3181
1566	1451	3180
1567	1452	3179
1568	1453	3177
1569	1453	3176
1570	1454	3174
1571	1455	3173
1572	1456	3172
1573	1456	3170
1574	1457	3169
1575	1457	3167
1576	1458	3166
1577	1459	3164
1578	1460	3164
1579	1461	3163
1580	1462	3162
1581	1462	3160
1582	1463	3159
1583	1464	3157
1584	1465	3156
1585	1465	3155
1586	1466	3154
1587	1467	3152
1588	1467	3150
1589	1468	3149
1590	1469	3147
1591	1469	3146
1592	1471	3146
1593	1472	3145
1594	1472	3143
1595	1473	3142
1596	1473	3140
1597	1474	3139
1598	1475	3137
1599	1475	3136
1600	1476	3134
1601	1477	3133
1602	1477	3131
1603	1478	3130
1604	1479	3129
1605	1480	3127
1606	1481	3126
1607	1481	3125
1608	1482	3124
1609	1483	3123
1610	1483	3121
1611	1484	3120
1612	1485	3118
1613	1485	3117
1614	1486	3115
1615	1487	3114
1616	1487	3112
1617	1488	3111
1618	1489	3110
1619	1490	3108
1620	1490	3107
1621	1491	3106
1622	1492	3105
1623	1493	3104
1624	1494	3103
1625	1494	3101
1626	1495	3100
1627	1496	3099
1628	1496	3097
1629	1497	3096
1630	1498	3094
1631	1498	3093
1632	1499	3091
1633	1500	3090
1634	1500	3089
1635	1501	3087
1636	1503	3087
1637	1503	3086
1638	1504	3084
1639	1505	3083
1640	1505	3082
1641	1506	3080
1642	1507	3079
1643	1507	3078
1644	1508	3076
1645	1509	3075
1646	1509	3074
1647	1510	3072
1648	1511	3071
1649	1512	3069
1650	1512	3068
1651	1514	3068
1652	1514	3067
1653	1515	3065
1654	1516	3064
1655	1516	3063
1656	1517	3061
1657	1518	3060
1658	1518	3058
1659	1519	3057
1660	1520	3056
1661	1520	3054
1662	1521	3053
1663	1522	3051
1664	1523	3050
1665	1523	3049
1666	1524	3048
1667	1525	3047
1668	1526	3046
1669	1527	3045
1670	1528	3045
1671	1530	3045
1672	1531	3044
1673	1531	3043
1674	1532	3041
1675	1533	3040
1676	1534	3040
1677	1535	3039
1678	1535	3037
1679	1536	3036
1680	1537	3035
1681	1538	3034
1682	1539	3033
1683	1540	3033
1684	1541	3032
1685	1541	3030
1686	1542	3029
1687	1544	3029
1688	1544	3028
1689	1545	3027
1690	1546	3025
1691	1546	3024
1692	1547	3023
1693	1548	3021
1694	1549	3020
1695	1550	3019
1696	1551	3020
1697	1552	3018
1698	1552	3017
1699	1553	3015
1700	1554	3015
1701	1555	3014
1702	1556	3013
1703	1557	3013
1704	1558	3012
1705	1559	3011
1706	1560	3010
1707	1561	3010
1708	1562	3008
1709	1563	3007
1710	1563	3006
1711	1565	3006
1712	1565	3004
1713	1566	3003
1714	1567	3001
1715	1567	3000
1716	1568	2999
1717	1569	2999
1718	1571	3000
1719	1572	2999
1720	1573	2998
1721	1574	2996
1722	1575	2996
1723	1576	2995
1724	1577	2994
1725	1577	2993
1726	1578	2992
1727	1580	2991
1728	1581	2991
1729	1582	2990
1730	1582	2988
1731	1583	2987
1732	1584	2986
1733	1584	2985
1734	1586	2984
1735	1586	2983
1736	1587	2982
1737	1589	2982
1738	1590	2982
1739	1590	2980
1740	1592	2980
1741	1592	2979
1742	1593	2977
1743	1594	2976
1744	1594	2974
1745	1595	2973
1746	1596	2972
1747	1596	2970
1748	1597	2969
1749	1598	2969
1750	1599	2968
1751	1601	2968
1752	1601	2967
1753	1602	2965
1754	1603	2964
1755	1604	2963
1756	1604	2961
1757	1605	2960
1758	1606	2959
1759	1607	2958
1760	1607	2957
1761	1609	2957
1762	1610	2956
1763	1610	2955
1764	1611	2954
1765	1613	2954
1766	1614	2954
1767	1615	2952
1768	1616	2951
1769	1616	2950
1770	1617	2949
1771	1618	2948
1772	1619	2948
1773	1620	2947
1774	1621	2945
1775	1622	2944
1776	1622	2943
1777	1623	2941
1778	1624	2940
1779	1624	2938
1780	1625	2937
1781	1626	2936
1782	1627	2937
